#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
104.0,10,26.108117
118.3,17,26.109665
118.3,17,26.111205
118.9,11,26.112209
104.0,10,26.113121
118.2,18,26.11474
118.7,13,26.11592
118.7,13,26.117095
118.8,12,26.118194
104.0,10,26.119106
118.8,12,26.120195
118.7,13,26.12137
133.3,17,26.122909
104.0,10,26.123816
104.0,10,26.124728
118.6,14,26.125996
118.9,11,26.32179
118.7,13,26.323016
118.6,14,26.324304
118.6,14,26.325573
103.9,11,26.326573
104.0,10,26.327476
118.8,12,26.328562
118.6,14,26.329822
118.9,11,26.330817
118.9,11,26.33181
118.5,15,26.333158
118.4,16,26.334582
133.8,12,26.335661
104.0,10,26.336565
118.6,14,26.337822
104.0,10,26.338725
118.9,11,26.339712
118.8,12,26.34079
104.0,10,26.341693
118.8,12,26.342793
118.9,11,26.343846
104.0,10,26.344907
118.8,12,26.346086
133.5,15,26.347466
118.8,12,26.348595
118.5,15,26.349949
118.5,15,26.351312
118.6,14,26.352592
104.0,10,26.353495
133.7,13,26.354694
118.5,15,26.356041
103.9,11,26.357041
103.9,11,26.358031
118.7,13,26.359207
118.5,15,26.360693
104.0,10,26.361651
118.6,14,26.362972
104.0,10,26.363928
133.8,12,26.365044
118.5,15,26.36645
104.0,10,26.367403
104.0,10,26.368432
104.0,10,26.369467
118.8,12,26.37065
118.6,14,26.371976
118.9,11,26.37303
118.5,15,26.374423
104.0,10,26.375354
118.7,13,26.376668
118.3,17,26.378271
118.7,13,26.379494
133.6,14,26.38088
118.9,11,26.381894
118.7,13,26.383105
118.6,14,26.384467
133.5,15,26.385886
104.0,10,26.386829
118.9,11,26.387825
118.6,14,26.389124
118.5,15,26.390502
118.9,11,26.391501
133.2,18,26.393188
104.0,10,26.394121
118.5,15,26.395454
104.0,10,26.396443
104.0,10,26.397409
118.2,18,26.399042
118.8,12,26.400185
118.9,11,26.401313
118.9,11,26.402393
104.0,10,26.403332
104.0,10,26.404273
118.5,15,26.405704
104.0,10,26.406644
104.0,10,26.407545
118.9,11,26.408567
104.0,10,26.409489
104.0,10,26.41041
118.9,11,26.411412
118.6,14,26.412706
104.0,10,26.413605
118.9,11,26.414616
118.6,14,26.415867
118.5,15,26.417414
104.0,10,26.418396
103.9,11,26.419419
104.0,10,26.420356
118.5,15,26.421746
118.5,15,26.423141
104.0,10,26.424079
118.9,11,26.425107
118.7,13,26.42633
118.9,11,26.427363
118.4,16,26.428841
118.4,16,26.430313
133.7,13,26.431512
104.0,10,26.432473
104.0,10,26.433464
118.7,13,26.434715
104.0,10,26.43566
104.0,10,26.436635
118.2,18,26.438306
118.7,13,26.439522
103.9,11,26.440616
118.7,13,26.441854
104.0,10,26.442791
118.2,18,26.444491
118.5,15,26.445895
118.6,14,26.44718
118.9,11,26.448197
118.8,12,26.449299
104.0,10,26.450248
118.7,13,26.451437
118.4,16,26.452894
118.1,19,26.454621
104.0,10,26.455538
118.9,11,26.456537
118.7,13,26.457734
118.5,15,26.459094
103.5,15,26.460483
104.0,10,26.461394
118.6,14,26.462681
118.5,15,26.464046
118.6,14,26.465318
118.9,11,26.466323
118.8,12,26.467408
118.9,11,26.468415
104.0,10,26.469324
118.7,13,26.470497
118.7,13,26.471676
118.7,13,26.472861
118.8,12,26.47397
118.8,12,26.475059
118.5,15,26.476415
118.3,17,26.477949
118.6,14,26.479222
118.9,11,26.48022
118.5,15,26.481582
118.9,11,26.482585
118.9,11,26.483594
118.3,17,26.485133
118.9,11,26.48613
118.8,12,26.487219
118.7,13,26.488393
118.8,12,26.489481
118.5,15,26.490838
118.7,13,26.492025
103.7,13,26.493202
118.5,15,26.494564
118.7,13,26.495743
104.0,10,26.496653
118.8,12,26.497747
133.7,13,26.498927
118.4,16,26.50038
118.4,16,26.501818
104.0,10,26.502735
118.4,16,26.504181
118.5,15,26.505531
118.3,17,26.507072
118.8,12,26.508162
104.0,10,26.509072
133.8,12,26.510162
118.3,17,26.706195
104.0,10,26.707137
118.7,13,26.708318
104.0,10,26.709221
118.3,17,26.710728
118.4,16,26.712146
118.9,11,26.713129
118.9,11,26.714111
118.3,17,26.715629
118.8,12,26.716701
104.0,10,26.717614
104.0,10,26.718534
118.8,12,26.719668
104.0,10,26.720562
104.0,10,26.721507
118.3,17,26.723046
118.9,11,26.72405
118.7,13,26.725229
118.4,16,26.72668
118.9,11,26.727689
104.0,10,26.728585
104.0,10,26.7295
118.8,12,26.730591
118.9,11,26.731618
118.4,16,26.733054
118.9,11,26.734068
118.7,13,26.735241
118.8,12,26.736314
118.9,11,26.737295
104.0,10,26.738203
103.9,11,26.739187
104.0,10,26.740297
118.7,13,26.741559
133.6,14,26.742854
118.8,12,26.744208
118.7,13,26.745447
118.8,12,26.746567
118.5,15,26.748048
118.4,16,26.749579
118.6,14,26.750876
118.9,11,26.751938
118.5,15,26.753322
104.0,10,26.754251
104.0,10,26.755177
118.7,13,26.756377
118.5,15,26.75778
118.6,14,26.759061
118.9,11,26.760105
104.0,10,26.761021
118.5,15,26.762389
118.3,17,26.763942
118.5,15,26.765312
118.5,15,26.766713
118.5,15,26.768357
118.5,15,26.769808
104.0,10,26.770738
118.2,18,26.7725
118.6,14,26.773809
104.0,10,26.77473
118.3,17,26.776296
118.8,12,26.777386
118.6,14,26.778677
104.0,10,26.779628
104.0,10,26.780609
118.3,17,26.782162
132.2,28,26.784761
118.6,14,26.786058
118.6,14,26.787334
118.4,16,26.788791
118.5,16,26.790269
118.5,15,26.791666
118.8,12,26.792768
104.0,10,26.793702
118.3,17,26.795242
118.7,13,26.796442
104.0,10,26.79737
118.5,15,26.798744
133.4,16,26.800362
104.0,10,26.801292
118.4,16,26.802783
118.7,13,26.803985
118.5,15,26.805331
118.8,12,26.806429
118.5,15,26.80781
118.4,16,26.809263
104.0,10,26.810191
118.3,17,26.811751
118.9,11,26.812744
104.0,10,26.813674
104.0,10,26.814573
104.0,10,26.815474
118.6,14,26.816745
103.9,11,26.817758
133.8,12,26.818867
118.6,14,26.820126
118.9,11,26.821119
118.7,13,26.822288
118.5,15,26.823628
118.9,11,26.824614
118.6,14,26.825867
118.8,12,26.826956
118.8,12,26.828041
118.5,15,26.829375
118.8,12,26.830449
118.6,14,26.831702
118.4,16,26.833143
118.9,11,26.834146
104.0,10,26.835041
118.6,14,26.836293
104.0,10,26.837193
104.0,10,26.838088
118.8,12,26.839161
118.9,11,26.840145
104.0,10,26.841052
118.9,11,26.842037
118.6,14,26.84332
104.0,10,26.84423
118.9,11,26.845213
104.0,10,26.846115
118.5,15,26.847446
104.0,10,26.848345
104.0,10,26.849241
118.7,13,26.850403
118.6,14,26.851656
118.5,15,26.852987
118.8,12,26.854059
104.0,10,26.854955
118.9,11,26.855945
118.5,15,26.857298
118.9,11,26.858282
118.5,15,26.859618
133.6,14,26.860868
133.6,14,26.862119
133.4,16,26.863544
118.7,13,26.864708
118.8,12,26.865785
118.8,12,26.86686
104.0,10,26.867758
103.9,11,26.868742
104.0,10,26.869637
118.7,13,26.870795
118.8,12,26.87187
118.5,15,26.87321
118.9,11,26.874197
118.7,13,26.875356
104.0,10,26.876256
104.0,10,26.877166
118.8,12,26.878242
118.4,16,26.879665
118.9,11,26.880652
118.6,14,26.881906
118.9,11,26.882897
118.7,13,26.884056
118.9,11,26.885038
118.7,13,26.886195
118.7,13,26.887359
118.8,12,26.888432
118.7,13,26.8896
104.0,10,26.890496
118.4,16,26.891913
118.4,16,27.08831
118.6,14,27.089642
118.9,11,27.090666
133.5,15,27.092032
104.0,10,27.092951
103.7,13,27.094131
118.3,17,27.095673
118.5,15,27.097027
118.7,13,27.098211
118.6,14,27.099472
104.0,10,27.100379
103.9,11,27.101379
118.7,13,27.102554
104.0,10,27.103459
104.0,10,27.104376
133.8,12,27.105493
118.6,14,27.10692
118.0,20,27.108837
104.0,10,27.109755
104.0,10,27.110819
104.0,10,27.111804
118.3,17,27.113369
118.7,13,27.114601
118.8,12,27.115725
118.4,16,27.117205
118.6,14,27.118538
118.6,14,27.119841
118.7,13,27.121021
118.8,12,27.122141
104.0,10,27.123075
118.9,11,27.124077
133.6,14,27.125349
104.0,10,27.126306
118.8,12,27.127411
118.4,16,27.128864
118.8,12,27.129968
104.0,10,27.130971
118.8,12,27.132145
104.0,10,27.133119
118.6,14,27.134489
104.0,10,27.135428
118.6,14,27.136694
118.8,12,27.137778
104.0,10,27.138718
118.8,12,27.139818
118.8,12,27.140927
118.8,12,27.14203
118.5,15,27.143397
118.3,17,27.144959
118.8,12,27.146064
118.6,14,27.147372
118.5,15,27.148721
104.0,10,27.149637
118.7,13,27.150881
118.9,11,27.151901
104.0,10,27.152814
118.6,14,27.154091
118.5,15,27.155487
104.0,10,27.15639
118.4,16,27.157847
118.3,17,27.159576
104.0,10,27.16056
133.8,12,27.161641
104.0,10,27.162605
118.6,14,27.163903
118.8,12,27.164983
104.0,10,27.165899
118.7,13,27.167224
118.7,13,27.168427
118.6,14,27.169689
104.0,10,27.170619
133.2,18,27.17225
104.0,10,27.173143
104.0,10,27.174065
118.9,11,27.175083
118.6,14,27.176379
104.0,10,27.177275
118.4,16,27.178791
118.6,14,27.18009
104.0,10,27.181008
118.3,17,27.182781
118.5,15,27.184154
118.9,11,27.185152
118.7,13,27.186345
104.0,10,27.187271
104.0,10,27.18818
104.0,10,27.189074
104.0,10,27.189987
118.5,15,27.191355
104.0,10,27.192263
118.8,12,27.193344
104.0,10,27.194252
118.5,15,27.195593
118.5,15,27.196922
133.8,12,27.197993
118.9,11,27.199012
118.6,14,27.200303
104.0,10,27.201203
133.8,12,27.202343
118.8,12,27.203541
118.9,11,27.204576
118.3,17,27.206169
104.0,10,27.207115
118.8,12,27.208212
118.4,16,27.209682
103.4,16,27.211147
118.4,16,27.212611
133.5,15,27.213964
104.0,10,27.214875
104.0,10,27.215785
133.8,12,27.216898
104.0,10,27.217821
118.5,15,27.219178
118.6,14,27.220438
118.6,14,27.221702
118.8,12,27.222791
118.6,14,27.224066
104.0,10,27.224968
118.8,12,27.226054
104.0,10,27.226984
118.7,13,27.228159
118.6,14,27.229434
104.0,10,27.230356
118.7,13,27.231532
118.2,18,27.233162
118.9,11,27.234156
104.0,10,27.235063
133.4,16,27.236507
118.4,16,27.237943
118.9,11,27.238943
118.8,12,27.240026
104.0,10,27.240952
118.8,12,27.24204
118.7,13,27.24322
104.0,10,27.244129
118.2,18,27.245739
118.9,11,27.246734
104.0,10,27.247633
118.5,15,27.248989
118.7,13,27.250162
118.7,13,27.251334
118.9,11,27.252336
118.7,13,27.253507
104.0,10,27.254405
118.7,13,27.255602
104.0,10,27.256508
118.9,11,27.257499
133.7,13,27.258662
118.9,11,27.259653
118.9,11,27.260647
118.6,14,27.261914
104.0,10,27.262829
118.9,11,27.263823
104.0,10,27.264731
118.7,13,27.265913
118.8,12,27.267
104.0,10,27.267914
118.9,11,27.268908
118.4,16,27.270341
133.3,17,27.271866
118.4,16,27.273324
118.5,15,27.274675
118.9,11,27.275667
118.6,14,27.471766
118.8,12,27.472919
118.8,12,27.47404
118.7,13,27.475228
118.8,12,27.476326
118.4,16,27.47778
118.2,18,27.479408
104.0,10,27.480332
118.5,15,27.481697
104.0,10,27.482618
104.0,10,27.483534
104.0,10,27.484451
118.4,16,27.485902
104.0,10,27.486839
118.3,17,27.488547
118.8,12,27.489719
118.9,11,27.490869
118.0,20,27.492819
118.9,11,27.493846
104.0,10,27.494781
118.6,14,27.49611
118.4,16,27.497731
104.0,10,27.498684
118.6,14,27.499985
118.5,15,27.501353
104.0,10,27.502283
118.8,12,27.503358
118.6,14,27.504716
118.7,13,27.505932
118.5,15,27.507314
118.6,14,27.508684
118.3,17,27.510332
104.0,10,27.511262
104.0,10,27.512221
104.0,10,27.513151
104.0,10,27.514083
104.0,10,27.515001
118.3,17,27.516644
118.4,16,27.518128
118.8,12,27.519251
118.5,15,27.520647
118.8,12,27.521751
104.0,10,27.522688
118.8,12,27.523802
118.7,13,27.525089
104.0,10,27.526026
118.7,13,27.527214
118.6,14,27.528524
118.9,11,27.52953
104.0,10,27.530443
118.4,16,27.531894
118.7,13,27.533118
118.8,12,27.534218
118.5,15,27.535587
104.0,10,27.536509
118.9,11,27.537495
118.7,13,27.538701
118.3,17,27.540254
118.9,11,27.541251
104.0,10,27.542157
118.5,15,27.543526
118.8,12,27.544637
104.0,10,27.545539
118.4,16,27.546994
133.6,14,27.548268
118.8,12,27.549353
118.6,14,27.550656
118.7,13,27.551823
104.0,10,27.552749
104.0,10,27.553647
118.9,11,27.554661
118.8,12,27.555736
118.8,12,27.556941
104.0,10,27.557888
103.7,13,27.559123
104.0,10,27.560095
118.4,16,27.561568
118.3,17,27.563129
118.5,15,27.564528
118.6,14,27.5658
118.8,12,27.566948
118.8,12,27.568041
104.0,10,27.569075
118.7,13,27.570308
118.9,11,27.571364
118.6,14,27.572658
104.0,10,27.573574
118.3,17,27.575124
104.0,10,27.576055
118.5,15,27.577528
118.3,17,27.579101
118.9,11,27.580105
118.6,14,27.581378
118.8,12,27.582479
118.8,12,27.583592
133.6,14,27.584861
118.8,12,27.585938
118.5,15,27.587316
118.5,15,27.588659
118.7,13,27.589844
104.0,10,27.590752
118.4,16,27.592166
104.0,10,27.593086
118.5,15,27.594433
104.0,10,27.595339
118.5,15,27.596679
118.7,13,27.597836
118.9,11,27.598822
104.0,10,27.599733
118.8,12,27.600812
118.8,12,27.601886
103.4,16,27.6033
118.6,14,27.604547
118.7,13,27.605698
118.3,17,27.607213
133.5,15,27.608544
118.8,12,27.60962
118.2,18,27.611226
133.0,20,27.612997
118.9,11,27.613985
118.3,17,27.615507
118.6,14,27.61676
118.1,19,27.618453
118.9,11,27.619436
118.2,18,27.621034
118.7,13,27.622194
118.6,14,27.623438
118.7,13,27.624589
118.9,11,27.625566
118.4,16,27.626991
103.9,11,27.627969
104.0,10,27.628866
104.0,10,27.629754
118.9,11,27.630735
118.7,13,27.631888
118.3,17,27.633383
118.9,11,27.634359
104.0,10,27.635242
118.7,13,27.636395
118.9,11,27.637375
118.6,14,27.638617
104.0,10,27.639509
104.0,10,27.640394
104.0,10,27.641286
133.8,12,27.642347
118.9,11,27.643327
118.2,18,27.644918
118.7,13,27.646071
104.0,10,27.646959
104.0,10,27.647852
104.0,10,27.648747
118.7,13,27.649913
118.9,11,27.650884
118.5,15,27.652225
118.9,11,27.653198
118.7,13,27.654356
103.7,13,27.655509
104.0,10,27.656405
104.0,10,27.657294
118.3,17,27.658857
118.5,15,27.855717
133.6,14,27.857011
118.7,13,27.858175
118.7,13,27.859333
118.7,13,27.860486
118.9,11,27.861461
118.4,15,27.862796
118.3,17,27.864298
104.0,10,27.865185
147.5,25,27.86737
104.0,10,27.868259
118.6,14,27.869489
118.6,14,27.870722
118.5,15,27.872042
118.5,15,27.873358
104.0,10,27.87424
118.0,20,27.87605
104.0,10,27.877168
118.7,13,27.878434
104.0,10,27.87953
118.6,14,27.880853
118.7,13,27.882042
118.7,13,27.883243
118.6,14,27.884508
133.2,18,27.886129
118.4,16,27.887577
104.0,10,27.888491
118.6,14,27.889779
104.0,10,27.890689
104.0,10,27.891605
104.0,10,27.892509
118.5,15,27.893871
118.7,13,27.895057
104.0,10,27.895956
118.9,11,27.896976
104.0,10,27.897871
118.9,11,27.898873
104.0,10,27.899799
104.0,10,27.90073
118.8,12,27.901815
118.9,11,27.902823
118.6,14,27.904066
104.0,10,27.905056
104.0,10,27.905992
118.8,12,27.907099
118.8,12,27.908183
104.0,10,27.909132
118.6,14,27.910402
118.7,13,27.91158
104.0,10,27.912483
118.4,16,27.913912
118.3,17,27.915431
118.9,11,27.916413
118.5,15,27.917807
118.7,13,27.918985
118.9,11,27.919961
118.2,18,27.921738
104.0,10,27.922704
118.4,16,27.924247
118.8,12,27.925379
104.0,10,27.9263
104.0,10,27.927222
103.7,13,27.928407
118.8,12,27.929634
133.6,14,27.930895
104.0,10,27.931808
104.0,10,27.932729
118.5,15,27.934072
104.0,10,27.934973
104.0,10,27.93586
118.8,12,27.936954
118.9,11,27.937936
133.8,12,27.939012
118.9,11,27.939994
104.0,10,27.940916
118.4,16,27.94234
104.0,10,27.943249
104.0,10,27.944166
104.0,10,27.945073
104.0,10,27.94596
118.6,14,27.947236
118.6,14,27.948469
104.0,10,27.949388
104.0,10,27.950289
118.4,16,27.951727
118.9,11,27.952705
118.8,12,27.953784
118.4,16,27.955228
118.6,14,27.956465
104.0,10,27.957381
118.2,18,27.958985
118.8,12,27.960086
118.3,17,27.961604
118.6,14,27.962848
118.5,15,27.964176
118.8,12,27.965262
118.2,18,27.966861
118.3,17,27.968372
118.6,14,27.969635
133.6,14,27.970875
104.0,10,27.971776
118.6,14,27.973024
104.0,10,27.97392
103.9,11,27.974895
104.0,10,27.975796
104.0,10,27.976687
104.0,10,27.97757
104.0,10,27.978475
118.7,13,27.979614
118.5,15,27.98093
118.7,13,27.982071
118.9,11,27.983131
118.3,17,27.984728
118.6,14,27.985988
104.0,10,27.986894
118.8,12,27.987968
118.9,11,27.988953
118.9,11,27.989943
118.6,14,27.991205
118.6,14,27.99246
118.5,15,27.993807
118.7,13,27.994968
118.4,16,27.996391
118.8,12,27.997463
103.9,11,27.998439
118.2,18,28.000035
118.5,15,28.001372
118.6,14,28.002613
104.0,10,28.00351
118.8,12,28.004578
118.8,12,28.005644
118.9,11,28.006635
104.0,10,28.007541
104.0,10,28.008437
118.4,16,28.009854
118.6,14,28.011096
118.3,17,28.012595
118.7,13,28.013754
118.8,12,28.014818
118.8,12,28.015883
118.8,12,28.016957
104.0,10,28.017848
118.7,13,28.019008
118.7,13,28.020165
118.9,11,28.021143
104.0,10,28.022027
104.0,10,28.022916
104.0,10,28.023804
118.9,11,28.024781
104.0,10,28.025669
118.7,13,28.026822
103.6,14,28.028059
104.0,10,28.028951
133.2,18,28.030541
133.5,15,28.03186
118.3,17,28.033374
118.9,11,28.034357
118.7,13,28.035516
118.4,16,28.036935
118.8,12,28.037998
104.0,10,28.038894
118.9,11,28.23581
118.8,12,28.236937
118.7,13,28.238119
118.4,16,28.239569
118.9,11,28.240564
118.8,12,28.241642
118.6,14,28.242892
104.0,10,28.243792
118.7,13,28.244961
118.9,11,28.245953
118.9,11,28.246945
133.7,13,28.248107
118.5,15,28.249444
118.8,12,28.250523
133.7,13,28.251703
118.8,12,28.252925
118.8,12,28.254117
104.0,10,28.255122
118.2,18,28.25679
118.9,11,28.25787
118.7,13,28.25905
118.7,13,28.26024
118.8,12,28.261414
118.3,17,28.263006
118.9,11,28.264035
118.7,13,28.26534
118.8,12,28.266568
118.4,16,28.268093
118.6,14,28.269447
118.9,11,28.27046
104.0,10,28.271411
118.4,16,28.272874
118.3,17,28.274444
118.7,13,28.275659
118.6,14,28.276959
118.6,14,28.278267
118.7,13,28.279472
104.0,10,28.280388
118.9,11,28.281485
104.0,10,28.282416
118.9,11,28.283477
104.0,10,28.284395
104.0,10,28.285387
118.9,11,28.286457
118.9,11,28.2875
133.6,14,28.288803
118.9,11,28.289821
118.8,12,28.290963
118.8,12,28.292063
104.0,10,28.292992
118.7,13,28.294204
118.8,12,28.295311
104.0,10,28.296236
118.9,11,28.297305
118.7,13,28.298539
118.7,13,28.299763
118.5,15,28.301163
104.0,10,28.302075
118.3,17,28.303632
118.6,14,28.304972
133.4,16,28.306463
118.9,11,28.307509
118.4,16,28.308966
118.3,17,28.310572
118.5,15,28.311948
133.8,12,28.313059
104.0,10,28.314067
103.2,18,28.315727
118.7,13,28.316954
104.0,10,28.317865
118.8,12,28.318954
104.0,10,28.319874
118.7,13,28.321047
118.7,13,28.322223
104.0,10,28.323129
118.9,11,28.32414
118.4,16,28.325592
118.6,14,28.326876
118.7,13,28.32804
104.0,10,28.328943
118.0,20,28.330723
104.0,10,28.331656
118.5,15,28.333057
118.8,12,28.334213
118.5,15,28.335612
118.8,12,28.336702
118.3,17,28.338273
103.7,13,28.339476
118.9,11,28.340488
118.6,14,28.341794
118.8,12,28.342902
103.3,17,28.344453
118.8,12,28.345617
118.7,13,28.346808
118.9,11,28.347823
118.9,11,28.348816
118.5,15,28.350451
118.9,11,28.351524
118.8,12,28.352643
118.9,11,28.353633
118.6,14,28.354912
118.5,15,28.35625
118.9,11,28.357248
118.8,12,28.358321
118.8,12,28.359384
104.0,10,28.360308
104.0,10,28.361203
118.6,14,28.362442
118.7,13,28.363597
118.7,13,28.364763
104.0,10,28.365663
104.0,10,28.366575
118.3,17,28.368088
104.0,10,28.368973
118.9,11,28.369948
118.6,14,28.371194
118.9,11,28.372166
118.8,12,28.373232
118.1,19,28.37492
104.0,10,28.375815
118.4,16,28.377245
104.0,10,28.378137
118.6,14,28.379376
118.6,14,28.380613
118.3,17,28.382104
118.9,11,28.383083
118.4,16,28.384495
118.3,17,28.385995
118.5,15,28.387321
118.1,19,28.388993
118.9,11,28.389969
118.6,14,28.39122
118.8,12,28.392282
118.3,17,28.39377
118.6,14,28.394998
118.7,13,28.396151
118.9,11,28.397121
118.4,16,28.398534
104.0,10,28.399424
118.6,14,28.400672
118.4,16,28.402075
104.0,10,28.40296
118.8,12,28.404014
103.4,16,28.405429
118.2,18,28.407018
118.2,18,28.408598
118.4,16,28.410005
118.9,11,28.410987
118.2,18,28.412569
118.9,11,28.413547
104.0,10,28.414432
118.2,18,28.416016
104.0,10,28.416918
118.7,13,28.418066
118.8,12,28.419126
104.0,10,28.420019
118.6,14,28.421256
104.0,10,28.422147
118.6,14,28.619587
118.9,11,28.620655
118.7,13,28.621843
118.3,17,28.623391
118.9,11,28.624393
118.3,17,28.625909
118.3,17,28.62743
118.7,13,28.628602
118.5,15,28.629955
118.9,11,28.630951
118.5,15,28.632334
104.0,10,28.633428
118.6,14,28.634806
