#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
118.5,15,23.03825
104.0,10,23.039141
103.9,11,23.040121
118.7,13,23.041276
104.0,10,23.042161
118.5,15,23.043486
118.7,13,23.04464
118.7,13,23.045802
118.9,11,23.046783
118.2,18,23.048363
118.8,12,23.04943
118.9,11,23.050413
118.2,18,23.051996
118.7,13,23.053148
118.9,11,23.054123
104.0,10,23.055013
104.0,10,23.055902
118.8,12,23.056967
133.4,16,23.05838
118.5,15,23.059708
118.8,12,23.256033
118.8,12,23.257173
118.2,18,23.258825
118.3,17,23.260373
104.0,10,23.26129
104.0,10,23.262218
118.9,11,23.263223
103.5,15,23.264586
103.9,11,23.265597
133.2,18,23.267226
104.0,10,23.268133
118.9,11,23.269171
103.4,16,23.270614
118.6,14,23.271887
118.8,12,23.27301
118.8,12,23.274284
118.7,13,23.275529
118.9,11,23.2767
132.7,23,23.278828
118.6,14,23.2801
133.4,16,23.281558
118.5,15,23.282938
118.7,13,23.284113
118.9,11,23.285122
118.8,12,23.286221
104.0,10,23.287121
104.0,10,23.288048
118.4,16,23.289477
118.4,16,23.290919
118.6,14,23.292172
118.9,11,23.293184
118.3,17,23.294741
118.6,14,23.296005
118.9,11,23.297002
104.0,10,23.297909
104.0,10,23.298914
118.1,19,23.30072
104.0,10,23.301642
104.0,10,23.302579
118.4,16,23.304039
104.0,10,23.304967
118.4,16,23.306471
104.0,10,23.307417
118.9,11,23.308444
118.7,13,23.309649
104.0,10,23.310614
104.0,10,23.311525
104.0,10,23.312456
118.5,15,23.313815
118.8,12,23.314942
118.6,14,23.31624
104.0,10,23.317178
103.4,16,23.318648
118.9,11,23.319649
133.2,18,23.321307
118.5,15,23.322685
118.5,15,23.32405
118.9,11,23.325058
118.9,11,23.326073
104.0,10,23.327079
118.3,17,23.328615
104.0,10,23.329514
118.4,16,23.33096
118.9,11,23.331963
103.9,11,23.332973
118.7,13,23.33415
118.6,14,23.335428
118.9,11,23.336433
104.0,10,23.337327
118.9,11,23.338353
103.9,11,23.339419
118.8,12,23.340614
104.0,10,23.34165
103.9,11,23.342711
104.0,10,23.343649
118.9,11,23.344667
133.6,14,23.345987
133.7,13,23.347158
104.0,10,23.348097
148.4,16,23.349537
103.9,11,23.350559
118.9,11,23.351555
103.0,20,23.353343
118.4,16,23.35485
118.5,15,23.356231
118.4,16,23.357683
133.4,16,23.359163
118.0,20,23.360948
118.9,11,23.361941
118.6,14,23.36328
118.6,14,23.364553
118.9,11,23.365547
104.0,10,23.366534
118.9,11,23.367546
118.3,17,23.36909
118.5,15,23.370487
133.1,19,23.372218
118.6,14,23.373676
118.5,15,23.375133
118.6,14,23.376486
133.6,14,23.377781
104.0,10,23.378696
118.7,13,23.379889
118.7,13,23.381077
104.0,10,23.382006
133.4,16,23.383471
118.5,15,23.384843
104.0,10,23.385754
118.4,16,23.387201
133.8,12,23.38829
104.0,10,23.389201
118.8,12,23.390295
104.0,10,23.391208
103.2,18,23.392845
104.0,10,23.39378
103.3,17,23.39531
118.9,11,23.396309
118.8,12,23.397397
104.0,10,23.398308
118.7,13,23.399482
118.4,16,23.400925
118.7,13,23.402099
118.3,17,23.403632
118.8,12,23.404717
104.0,10,23.405623
118.6,14,23.406882
104.0,10,23.407808
118.9,11,23.408801
103.7,13,23.409972
118.3,17,23.411495
118.4,16,23.412927
118.5,15,23.414275
133.3,17,23.415798
118.7,13,23.416971
118.2,18,23.41858
118.1,19,23.420278
118.8,12,23.421359
133.1,19,23.423055
103.9,11,23.424054
118.4,16,23.425495
118.9,11,23.426485
118.6,14,23.427741
104.0,10,23.428646
104.0,10,23.429544
118.8,12,23.430626
118.7,13,23.43179
118.8,12,23.432879
118.9,11,23.433882
104.0,10,23.434782
118.9,11,23.435781
104.0,10,23.436688
118.6,14,23.437947
118.4,16,23.439374
118.8,12,23.440469
118.3,17,23.441987
118.7,13,23.443153
118.7,13,23.639839
104.0,10,23.640798
104.0,10,23.641722
118.2,18,23.643359
133.7,13,23.64454
118.3,17,23.646072
104.0,10,23.646972
118.6,14,23.64823
118.8,12,23.649312
118.7,13,23.650477
118.9,11,23.651469
104.0,10,23.652372
118.6,14,23.653622
104.0,10,23.654515
104.0,10,23.655415
118.6,14,23.656666
118.4,16,23.658138
104.0,10,23.659198
104.0,10,23.660173
118.9,11,23.661271
118.8,12,23.662355
118.2,18,23.663998
118.9,11,23.664984
104.0,10,23.665905
118.1,19,23.667614
118.4,16,23.669056
104.0,10,23.669971
118.6,14,23.671333
132.7,23,23.673542
118.6,14,23.674843
104.0,10,23.675784
118.2,18,23.677449
104.0,10,23.67837
103.1,19,23.680107
104.0,10,23.681027
103.7,13,23.68222
118.4,16,23.683747
104.0,10,23.684666
118.6,14,23.685959
118.9,11,23.686981
104.0,10,23.687904
118.4,16,23.68937
118.7,13,23.69055
103.5,15,23.691933
104.0,10,23.692864
118.7,13,23.694056
118.6,14,23.695368
118.8,12,23.696468
118.5,15,23.697856
118.8,12,23.698963
118.8,12,23.700083
104.0,10,23.70101
104.0,10,23.701954
118.7,13,23.703172
104.0,10,23.704092
103.5,15,23.705458
118.3,17,23.706991
118.7,13,23.708184
132.9,21,23.710083
118.9,11,23.711099
118.8,12,23.7122
118.4,16,23.713667
103.9,11,23.714663
118.8,12,23.715775
118.6,14,23.717066
118.5,15,23.718435
118.5,15,23.719809
118.6,14,23.721078
104.0,10,23.722
118.9,11,23.72302
133.4,16,23.724462
104.0,10,23.725383
118.4,16,23.726868
104.0,10,23.727803
104.0,10,23.728708
104.0,10,23.729645
103.9,11,23.730638
118.8,12,23.731856
104.0,10,23.732811
103.8,12,23.733971
118.4,16,23.735465
118.5,15,23.736831
104.0,10,23.737768
118.5,15,23.739153
103.9,11,23.740165
104.0,10,23.741092
118.8,12,23.742192
118.7,13,23.743397
118.7,13,23.744602
104.0,10,23.745538
118.5,15,23.746896
118.7,13,23.748098
118.3,17,23.749672
132.7,23,23.751766
118.8,12,23.752856
104.0,10,23.7538
104.0,10,23.754713
118.7,13,23.755924
118.8,12,23.757022
104.0,10,23.757978
104.0,10,23.758892
133.5,15,23.76025
103.9,11,23.761256
118.6,14,23.762523
104.0,10,23.763431
118.9,11,23.764423
118.7,13,23.765596
118.2,18,23.767264
104.0,10,23.768175
104.0,10,23.76908
118.7,13,23.770252
118.7,13,23.77144
104.0,10,23.772347
118.8,12,23.773426
118.9,11,23.774441
104.0,10,23.775352
118.9,11,23.776366
118.7,13,23.777548
118.5,15,23.778909
118.8,12,23.779998
118.7,13,23.781171
118.7,13,23.782341
118.9,11,23.783328
118.8,12,23.784413
118.6,14,23.785678
133.4,16,23.787119
104.0,10,23.788024
118.4,16,23.789453
104.0,10,23.790361
118.5,15,23.791721
118.4,16,23.793161
118.8,12,23.79424
118.9,11,23.795232
104.0,10,23.796137
133.7,13,23.797312
118.4,16,23.798752
118.9,11,23.799743
133.4,16,23.801174
104.0,10,23.802082
104.0,10,23.802987
104.0,10,23.803896
118.2,18,23.805511
118.8,12,23.806598
118.9,11,23.807595
118.7,13,23.808764
104.0,10,23.80968
118.7,13,23.810858
118.7,13,23.81203
118.9,11,23.813022
104.0,10,23.813931
104.0,10,23.814847
133.4,16,23.816295
118.8,12,23.817381
118.7,13,23.818559
104.0,10,23.819459
104.0,10,23.820363
118.6,14,23.82162
118.4,16,23.823062
104.0,10,23.823971
104.0,10,23.824872
118.7,13,23.826047
118.8,12,24.021511
118.6,14,24.02285
118.7,13,24.024033
118.7,13,24.025214
118.7,13,24.026391
118.9,11,24.027385
118.7,13,24.028548
104.0,10,24.029454
118.8,12,24.030526
118.6,14,24.031783
118.5,15,24.03312
118.7,13,24.034285
118.6,14,24.035532
118.7,13,24.036695
118.6,14,24.037942
118.9,11,24.038926
118.6,14,24.040201
118.2,18,24.041975
133.6,14,24.043313
118.6,14,24.044615
118.3,17,24.046186
118.8,12,24.04728
118.7,13,24.048487
104.0,10,24.049398
118.4,16,24.050934
104.0,10,24.051876
118.5,15,24.053228
118.4,16,24.054719
118.8,12,24.055814
118.8,12,24.056893
118.8,12,24.058042
118.8,12,24.059148
118.4,16,24.060616
118.6,14,24.061908
104.0,10,24.062808
104.0,10,24.063723
118.7,13,24.064893
104.0,10,24.066014
118.9,11,24.067114
118.8,12,24.068271
104.0,10,24.069205
118.5,15,24.070605
104.0,10,24.071544
118.9,11,24.072574
117.8,22,24.074587
118.9,11,24.075604
104.0,10,24.076571
104.0,10,24.077525
118.4,16,24.079008
118.7,13,24.080223
103.5,15,24.081602
118.6,14,24.082967
104.0,10,24.083911
118.8,12,24.085016
118.5,15,24.086395
118.7,13,24.087569
118.9,11,24.088565
104.0,10,24.08947
118.4,16,24.091069
104.0,10,24.092009
118.8,12,24.093133
104.0,10,24.094092
118.8,12,24.095191
104.0,10,24.096147
118.7,13,24.09733
104.0,10,24.098258
104.0,10,24.099173
103.9,11,24.100289
104.0,10,24.101221
103.3,17,24.102773
118.9,11,24.10378
118.4,16,24.105216
118.8,12,24.106481
118.7,13,24.107754
118.8,12,24.10889
133.5,15,24.110287
118.5,15,24.11169
118.5,15,24.113069
104.0,10,24.114028
104.0,10,24.11496
133.7,13,24.116147
118.5,15,24.117557
104.0,10,24.118492
104.0,10,24.119407
118.4,16,24.120878
104.0,10,24.12181
118.7,13,24.122995
104.0,10,24.123918
103.9,11,24.124935
118.4,16,24.12654
118.2,18,24.128218
118.6,14,24.129514
118.9,11,24.130531
118.6,14,24.131808
104.0,10,24.13274
118.8,12,24.133856
118.9,11,24.13486
118.8,12,24.13597
118.8,12,24.137053
104.0,10,24.138007
118.3,17,24.139551
118.4,16,24.141042
118.7,13,24.142227
104.0,10,24.143155
118.5,15,24.144511
118.9,11,24.145517
118.2,18,24.147135
118.7,13,24.148315
118.7,13,24.149497
118.9,11,24.150505
118.6,14,24.151771
118.6,14,24.153029
118.6,14,24.154291
104.0,10,24.155197
118.4,16,24.156627
103.9,11,24.157639
118.8,12,24.158728
118.3,17,24.160288
118.4,16,24.161726
118.8,12,24.162814
118.6,14,24.164082
118.8,12,24.165167
104.0,10,24.166068
104.0,10,24.166981
118.6,14,24.168246
118.4,16,24.169691
118.9,11,24.17069
118.3,17,24.172233
118.8,12,24.173321
118.4,16,24.174779
118.4,16,24.176219
133.4,16,24.177658
104.0,10,24.178576
118.8,12,24.17966
103.7,13,24.18083
118.7,13,24.18201
118.7,13,24.183187
118.9,11,24.184174
104.0,10,24.185081
118.8,12,24.186162
118.7,13,24.18734
118.4,16,24.188793
118.8,12,24.189878
118.7,13,24.191051
118.8,12,24.192136
104.0,10,24.193045
118.9,11,24.194051
118.8,12,24.19513
104.0,10,24.196037
118.8,12,24.197119
104.0,10,24.198025
118.4,16,24.199468
118.8,12,24.200558
118.7,13,24.201729
118.9,11,24.202726
132.9,21,24.204599
118.6,14,24.205859
104.0,10,24.206768
118.7,13,24.207949
104.0,10,24.208852
133.8,12,24.209937
104.0,10,24.405548
104.0,10,24.406508
103.6,14,24.407813
104.0,10,24.408733
118.9,11,24.409754
118.7,13,24.410952
118.3,17,24.412502
133.5,15,24.413878
133.5,15,24.415255
104.0,10,24.416173
104.0,10,24.417089
118.7,13,24.418279
133.6,14,24.419558
118.9,11,24.420571
132.9,21,24.42247
118.4,16,24.423955
118.4,16,24.425455
118.2,18,24.427153
118.5,15,24.428514
104.0,10,24.429583
104.0,10,24.430539
118.6,14,24.431894
118.5,15,24.433291
133.1,19,24.435057
118.7,13,24.436246
104.0,10,24.437195
133.4,16,24.438671
104.0,10,24.439606
118.2,18,24.441409
118.3,17,24.443007
118.9,11,24.444027
132.9,21,24.445922
118.8,12,24.447022
118.2,18,24.448665
133.5,15,24.450044
118.2,18,24.451852
133.2,18,24.453592
118.7,13,24.454791
104.0,10,24.455716
118.6,14,24.457059
118.5,15,24.458468
118.9,11,24.459475
118.7,13,24.460687
118.7,13,24.461876
118.7,13,24.463079
118.3,17,24.464634
104.0,10,24.465563
118.3,17,24.46714
118.8,12,24.468234
104.0,10,24.469184
133.3,17,24.470721
118.7,13,24.471908
103.6,14,24.473282
133.6,14,24.474617
118.8,12,24.475734
104.0,10,24.476679
118.5,15,24.478205
118.8,12,24.479329
118.2,18,24.480965
118.2,18,24.482575
104.0,10,24.483534
118.9,11,24.48452
118.5,15,24.485975
118.7,13,24.487189
118.9,11,24.488182
118.5,15,24.489651
118.7,13,24.490874
118.8,12,24.49197
118.4,16,24.493525
104.0,10,24.49447
103.8,12,24.49556
118.7,13,24.496769
104.0,10,24.497721
118.4,16,24.499203
132.0,30,24.501922
103.6,14,24.503208
118.8,12,24.504283
104.0,10,24.505213
118.3,17,24.506745
118.8,12,24.507866
104.0,10,24.508792
104.0,10,24.509816
103.9,11,24.510839
132.9,21,24.51275
118.8,12,24.513844
118.6,14,24.515105
118.6,14,24.516369
118.8,12,24.517495
118.7,13,24.518665
118.9,11,24.519666
118.1,19,24.521373
104.0,10,24.522268
118.4,16,24.523742
118.5,15,24.525167
118.8,12,24.526303
118.7,13,24.527493
104.0,10,24.52841
118.2,18,24.530031
118.2,18,24.531649
118.5,15,24.533056
104.0,10,24.534033
104.0,10,24.53497
104.0,10,24.535914
118.8,12,24.537011
103.9,11,24.53801
104.0,10,24.538927
104.0,10,24.539835
118.6,14,24.541122
118.9,11,24.542126
118.7,13,24.543323
104.0,10,24.544247
118.5,15,24.545606
104.0,10,24.546516
118.9,11,24.547507
118.5,15,24.548859
118.6,14,24.550124
133.5,15,24.551472
118.4,16,24.55292
133.6,14,24.554192
118.6,14,24.555459
133.5,15,24.556825
104.0,10,24.557757
104.0,10,24.558672
103.9,11,24.559672
118.2,18,24.561291
133.5,15,24.562647
118.6,14,24.563924
118.9,11,24.564923
118.5,15,24.566273
118.5,15,24.567614
118.8,12,24.568702
118.3,17,24.570237
118.6,14,24.571526
118.5,15,24.572886
118.5,15,24.574251
104.0,10,24.575156
118.5,15,24.576511
118.8,12,24.577597
104.0,10,24.578509
104.0,10,24.57942
104.0,10,24.580324
103.9,11,24.581322
103.9,11,24.582317
118.8,12,24.583401
118.8,12,24.584491
133.8,12,24.585586
104.0,10,24.58649
104.0,10,24.587395
118.7,13,24.588568
118.2,18,24.590192
133.4,16,24.591641
118.8,12,24.592731
118.6,14,24.788132
118.9,11,24.789177
104.0,10,24.790095
103.9,11,24.791083
133.8,12,24.792164
118.6,14,24.793422
103.3,17,24.794942
133.4,16,24.796366
118.9,11,24.797355
104.0,10,24.798261
103.9,11,24.799245
118.7,13,24.800408
103.9,11,24.801392
118.6,14,24.802644
118.5,15,24.803995
133.1,19,24.805804
118.4,16,24.807246
104.0,10,24.808173
118.7,13,24.809332
104.0,10,24.810251
133.7,13,24.811626
133.4,16,24.81311
143.4,66,24.819309
103.9,11,24.820331
104.0,10,24.821256
118.9,11,24.822284
133.3,17,24.823838
104.0,10,24.824754
118.8,12,24.825846
118.3,17,24.827548
118.6,14,24.828864
104.0,10,24.829793
104.0,10,24.830834
118.2,18,24.832542
104.0,10,24.833487
133.7,13,24.834721
118.5,15,24.836106
118.9,11,24.837113
118.9,11,24.838149
118.8,12,24.839247
118.8,12,24.840351
118.7,13,24.841531
118.6,14,24.84292
118.7,13,24.844139
118.5,15,24.845488
104.0,10,24.84654
104.0,10,24.847483
133.5,15,24.848847
118.9,11,24.849871
118.6,14,24.851192
118.7,13,24.852377
118.4,16,24.853819
104.0,10,24.854805
118.7,13,24.856
104.0,10,24.856907
118.9,11,24.857904
118.2,18,24.859573
118.9,11,24.860559
104.0,10,24.861459
118.8,12,24.862557
118.2,18,24.864166
118.8,12,24.865248
118.5,15,24.866787
118.3,17,24.86838
133.3,17,24.869934
118.8,12,24.871068
118.9,11,24.872099
104.0,10,24.873012
118.8,12,24.874136
118.9,11,24.875204
104.0,10,24.876158
118.7,13,24.877362
133.5,15,24.878721
118.7,13,24.879907
118.9,11,24.880888
104.0,10,24.881779
104.0,10,24.882699
104.0,10,24.883631
104.0,10,24.884549
133.7,13,24.885714
133.5,15,24.887181
118.2,18,24.88888
118.8,12,24.889999
118.9,11,24.891135
118.7,13,24.892339
118.4,16,24.893817
104.0,10,24.894813
118.2,18,24.896511
133.2,18,24.898146
118.9,11,24.899199
118.6,14,24.900506
118.1,19,24.90226
118.9,11,24.903291
118.7,13,24.904473
118.9,11,24.90547
118.5,15,24.906953
118.6,14,24.908256
104.0,10,24.909173
104.0,10,24.91008
118.6,14,24.911337
118.6,14,24.912592
118.8,12,24.913662
104.0,10,24.914559
118.9,11,24.915546
104.0,10,24.916468
118.7,13,24.917644
104.0,10,24.91855
118.9,11,24.919541
104.0,10,24.920443
118.8,12,24.921512
103.9,11,24.922496
118.6,14,24.923753
104.0,10,24.924644
118.7,13,24.925803
118.6,14,24.927086
118.7,13,24.928238
103.9,11,24.929217
104.0,10,24.930111
118.9,11,24.931093
133.3,17,24.932598
118.7,13,24.933759
133.6,14,24.935007
104.0,10,24.935894
118.9,11,24.936878
118.4,16,24.938288
118.5,15,24.939616
118.5,15,24.940955
118.4,16,24.94237
118.6,14,24.943612
103.9,11,24.944591
104.0,10,24.945483
118.4,16,24.946904
118.7,13,24.948067
118.8,12,24.949136
118.7,13,24.950303
118.3,17,24.951806
103.3,17,24.95331
104.0,10,24.954203
118.8,12,24.95527
118.6,14,24.956522
104.0,10,24.957413
118.8,12,24.958483
118.4,16,24.95989
118.4,16,24.961302
118.8,12,24.962365
118.2,18,24.963956
104.0,10,24.964852
104.0,10,24.965743
118.2,18,24.967341
104.0,10,24.968225
118.2,18,24.969817
118.9,11,24.970803
103.3,17,24.972326
118.9,11,24.973308
133.1,19,24.97499
118.5,15,25.170618
104.0,10,25.171579
118.8,12,25.172666
118.9,11,25.17365
118.4,16,25.175071
104.0,10,25.175959
104.0,10,25.17685
118.7,13,25.178
118.4,16,25.179413
118.9,11,25.180387
118.4,16,25.181797
118.6,14,25.183027
118.7,13,25.184166
104.0,10,25.185049
133.6,14,25.186277
103.9,11,25.187256
118.8,12,25.18834
118.7,13,25.189573
118.8,12,25.190663
118.5,15,25.191999
104.0,10,25.192882
104.0,10,25.193941
118.3,17,25.195567
118.8,12,25.196697
118.8,12,25.197864
118.9,11,25.198873
118.7,13,25.200069
118.3,17,25.20159
118.7,13,25.202771
118.8,12,25.203835
118.6,14,25.205088
118.7,13,25.20626
104.0,10,25.207159
118.5,15,25.208476
104.0,10,25.209389
118.3,17,25.210937
118.6,14,25.212173
118.9,11,25.213154
118.4,16,25.214725
118.6,14,25.216042
118.8,12,25.217186
118.8,12,25.218475
104.0,10,25.219401
104.0,10,25.220317
118.6,14,25.221677
118.9,11,25.222692
118.9,11,25.223696
104.0,10,25.224608
118.4,16,25.226056
103.0,20,25.227842
118.4,16,25.229385
118.5,15,25.23079
133.4,16,25.232254
103.9,11,25.233307
104.0,10,25.234291
118.9,11,25.235325
103.3,17,25.236885
118.8,12,25.238013
133.7,13,25.239226
104.0,10,25.240152
104.0,10,25.241088
104.0,10,25.24204
104.0,10,25.242996
118.5,15,25.244359
118.8,12,25.245486
104.0,10,25.246414
104.0,10,25.247334
118.8,12,25.248424
118.8,12,25.249547
118.5,15,25.250931
104.0,10,25.251833
104.0,10,25.25274
133.6,14,25.254037
118.5,15,25.255413
118.7,13,25.256591
118.6,14,25.258053
118.4,16,25.259627
118.8,12,25.260742
118.4,16,25.262256
133.6,14,25.26355
118.3,17,25.265097
118.7,13,25.266372
118.5,15,25.267783
118.9,11,25.268793
118.5,15,25.270175
103.5,15,25.271567
118.7,13,25.27276
118.5,15,25.274174
118.6,14,25.275464
104.0,10,25.276405
118.3,17,25.277979
118.9,11,25.279006
118.3,17,25.280548
103.9,11,25.281641
118.6,14,25.282987
103.7,13,25.284169
104.0,10,25.285079
104.0,10,25.286098
118.6,14,25.287423
104.0,10,25.288365
118.7,13,25.289573
118.8,12,25.290673
118.8,12,25.29175
103.9,11,25.292747
104.0,10,25.293647
118.4,16,25.295069
118.7,13,25.296244
104.0,10,25.297141
118.8,12,25.298207
104.0,10,25.299103
118.6,14,25.300388
118.6,14,25.301638
118.9,11,25.30262
118.5,15,25.303952
118.9,11,25.304928
118.9,11,25.305916
118.7,13,25.307094
133.6,14,25.308339
118.8,12,25.309408
118.6,14,25.310686
118.7,13,25.311843
118.8,12,25.31291
104.0,10,25.313798
118.7,13,25.314949
104.0,10,25.315844
118.6,14,25.317089
118.2,18,25.31869
118.9,11,25.31967
118.8,12,25.320744
104.0,10,25.321636
118.1,19,25.323309
118.7,13,25.324476
103.6,14,25.325716
103.9,11,25.326693
118.9,11,25.32767
104.0,10,25.32856
118.8,12,25.32963
103.9,11,25.330618
103.7,13,25.331766
104.0,10,25.332654
103.5,15,25.333981
118.8,12,25.335044
118.8,12,25.336112
104.0,10,25.337003
118.9,11,25.337982
118.8,12,25.339054
118.8,12,25.340118
104.0,10,25.34101
118.8,12,25.342077
118.9,11,25.343057
118.8,12,25.34412
104.0,10,25.345006
118.8,12,25.346082
133.7,13,25.347235
118.3,17,25.348741
118.3,17,25.350361
104.0,10,25.351299
118.7,13,25.352506
118.5,15,25.353877
118.9,11,25.354884
118.8,12,25.355979
103.7,13,25.357154
118.5,15,25.552787
118.7,13,25.553985
118.8,12,25.555068
104.0,10,25.555968
118.8,12,25.557042
104.0,10,25.55794
103.9,11,25.558922
133.8,12,25.559996
104.0,10,25.560896
133.6,14,25.562147
104.0,10,25.563044
118.9,11,25.564025
118.7,13,25.565183
118.6,14,25.566432
104.0,10,25.567327
118.3,17,25.568828
118.4,16,25.570286
118.9,11,25.571446
118.4,16,25.573016
104.0,10,25.574061
104.0,10,25.575011
104.0,10,25.576143
104.0,10,25.577134
118.8,12,25.578299
118.6,14,25.579629
104.0,10,25.580577
104.0,10,25.581536
118.8,12,25.582644
118.5,15,25.58419
104.0,10,25.585167
104.0,10,25.586108
118.8,12,25.587227
118.6,14,25.588523
104.0,10,25.589463
118.5,15,25.590843
118.2,18,25.592522
118.4,16,25.594
118.6,14,25.595315
118.9,11,25.596331
118.5,15,25.597715
118.6,14,25.59902
104.0,10,25.59996
104.0,10,25.600905
118.3,17,25.602459
118.9,11,25.603502
118.7,13,25.604706
118.8,12,25.605826
118.4,16,25.607347
118.7,13,25.608561
104.0,10,25.609492
118.6,14,25.610772
118.2,18,25.612541
104.0,10,25.613487
118.9,11,25.61448
118.4,16,25.616121
118.5,15,25.617587
118.5,15,25.618974
118.6,14,25.620279
118.9,11,25.621305
118.4,16,25.62278
118.6,14,25.624105
118.9,11,25.62513
118.4,16,25.62662
104.0,10,25.627556
104.0,10,25.628484
118.4,16,25.629968
118.7,13,25.63117
104.0,10,25.632104
118.6,14,25.633412
118.7,13,25.634633
118.6,14,25.635947
118.3,17,25.637506
118.8,12,25.638624
118.6,14,25.639943
104.0,10,25.640876
104.0,10,25.641804
118.2,18,25.643508
118.9,11,25.644526
104.0,10,25.645479
118.6,14,25.646752
103.6,14,25.648057
103.3,17,25.649631
133.7,13,25.65083
118.2,18,25.652508
118.4,16,25.653988
118.7,13,25.655186
118.8,12,25.656382
118.7,13,25.657613
104.0,10,25.658545
118.7,13,25.659769
104.0,10,25.660695
118.9,11,25.661693
103.1,19,25.663426
118.1,19,25.665303
104.0,10,25.666291
118.7,13,25.667516
104.0,10,25.668448
118.9,11,25.669484
118.3,17,25.67108
118.3,17,25.672648
118.5,15,25.674032
118.6,14,25.675314
118.4,16,25.676816
118.6,14,25.678096
118.5,15,25.679463
103.7,13,25.680646
103.9,11,25.681651
118.2,18,25.683336
104.0,10,25.684253
118.7,13,25.68544
118.6,14,25.686715
104.0,10,25.687629
133.8,12,25.688732
118.6,14,25.69001
118.6,14,25.691306
133.8,12,25.692406
118.8,12,25.693545
118.9,11,25.694553
104.0,10,25.695474
118.8,12,25.696571
118.9,11,25.697578
118.6,14,25.698848
118.9,11,25.699857
118.9,11,25.700863
118.8,12,25.701953
104.0,10,25.702874
118.4,16,25.704336
118.9,11,25.705347
118.8,12,25.706444
118.5,15,25.707822
118.4,16,25.709283
118.9,11,25.710287
118.4,16,25.711738
104.0,10,25.712653
118.9,11,25.713664
118.8,12,25.714755
104.0,10,25.71567
118.6,14,25.716956
118.2,18,25.718585
104.0,10,25.719499
118.9,11,25.720507
118.6,14,25.721783
118.5,15,25.723155
118.3,17,25.724701
104.0,10,25.725616
118.8,12,25.726717
104.0,10,25.727634
118.4,16,25.729091
104.0,10,25.730008
118.4,16,25.731458
118.9,11,25.732469
118.2,18,25.73411
118.9,11,25.73512
104.0,10,25.736036
118.5,15,25.7374
104.0,10,25.738329
104.0,10,25.739253
118.5,15,25.740623
118.6,14,25.936461
118.8,12,25.937642
118.8,12,25.938771
118.8,12,25.939884
118.3,17,25.941472
118.5,15,25.942853
118.9,11,25.943871
118.8,12,25.944973
118.5,15,25.946355
104.0,10,25.947274
118.4,16,25.948729
118.7,13,25.949918
104.0,10,25.950844
104.0,10,25.951792
118.8,12,25.952924
118.3,17,25.95451
104.0,10,25.955456
118.8,12,25.956567
118.6,14,25.957852
104.0,10,25.958785
118.7,13,25.959977
104.0,10,25.96092
118.9,11,25.961947
118.8,12,25.963086
118.9,11,25.964097
118.2,18,25.965771
104.0,10,25.96673
118.9,11,25.967768
118.9,11,25.968802
118.7,13,25.970012
118.9,11,25.971048
133.5,15,25.972411
118.6,14,25.973714
118.8,12,25.974811
118.4,16,25.976281
133.7,13,25.977692
118.8,12,25.978835
118.5,15,25.980211
118.9,11,25.981227
118.9,11,25.982226
118.5,15,25.983601
148.4,16,25.985117
118.6,14,25.986508
118.9,11,25.987568
118.7,13,25.988775
118.2,18,25.990454
118.5,15,25.99186
104.0,10,25.992798
104.0,10,25.993743
118.8,12,25.994854
118.3,17,25.996413
118.7,13,25.997657
118.9,11,25.998689
118.5,15,26.000114
118.6,14,26.001533
118.7,13,26.002776
118.8,12,26.0039
118.6,14,26.005205
118.3,17,26.00675
118.1,19,26.008463
118.9,11,26.009483
118.6,14,26.010761
118.9,11,26.011766
133.7,13,26.012961
104.0,10,26.013865
118.4,16,26.015306
104.0,10,26.016217
118.8,12,26.017441
118.4,16,26.018899
104.0,10,26.019802
118.7,13,26.020974
118.7,13,26.022254
104.0,10,26.023228
118.5,15,26.02462
118.6,14,26.025958
118.3,17,26.027515
104.0,10,26.028435
104.0,10,26.029372
118.9,11,26.03038
118.9,11,26.031412
118.5,15,26.032788
104.0,10,26.03383
118.6,14,26.035115
133.5,15,26.036472
118.7,13,26.037666
118.4,16,26.03911
118.3,17,26.040653
118.2,18,26.042393
133.8,12,26.043539
118.9,11,26.044559
118.7,13,26.04576
103.9,11,26.046785
104.0,10,26.047722
118.5,15,26.04924
118.8,12,26.050382
118.6,14,26.051689
104.0,10,26.052678
118.7,13,26.053918
104.0,10,26.054836
118.9,11,26.055848
118.6,14,26.057134
118.3,17,26.058684
104.0,10,26.059612
118.8,12,26.060718
104.0,10,26.061627
118.9,11,26.062635
104.0,10,26.063547
118.7,13,26.064729
118.3,17,26.066283
118.8,12,26.06739
104.0,10,26.068307
118.8,12,26.069406
104.0,10,26.070322
118.6,14,26.0716
118.8,12,26.072694
104.0,10,26.073618
118.8,12,26.074741
104.0,10,26.075679
118.9,11,26.076706
118.8,12,26.077834
104.0,10,26.078774
104.0,10,26.079715
118.1,19,26.08146
118.7,13,26.082666
118.5,15,26.084049
118.7,13,26.085237
118.2,18,26.086866
104.0,10,26.087788
118.8,12,26.088881
118.8,12,26.089978
133.5,15,26.091356
104.0,10,26.092276
118.9,11,26.093289
118.7,13,26.094476
118.6,14,26.095746
104.0,10,26.096655
118.4,16,26.098102
118.9,11,26.099107
118.4,16,26.100563
118.8,12,26.101653
104.0,10,26.102565
118.9,11,26.103569
118.5,15,26.104928
118.8,12,26.106019
118.7,13,26.107205
